data_homologacao,numero_homologacao,fabricante,brand,modelo,nome_comercial,tipo_produto,situacao,pais
17/05/2024,026772401993,Apple Inc.,APPLE,A2538,,Transceptor de Radiação Restrita,Homologação Emitida,Estados Unidos da América
28/05/2024,035472409657,"SAMSUNG ELECTRONICS CO., LTD",SAMSUNG,PS-WQ990D,,Transceptor de Radiação Restrita,Homologação Emitida,Coréia
28/05/2024,035472409657,"SAMSUNG ELECTRONICS CO., LTD",SAMSUNG,PS-RQ990D,,Transceptor de Radiação Restrita,Homologação Emitida,Coréia
10/05/2024,035482409657,"SAMSUNG ELECTRONICS CO., LTD",SAMSUNG,HW-Q930D,,Transceptor de Radiação Restrita,Homologação Emitida,Coréia
10/05/2024,035482409657,"SAMSUNG ELECTRONICS CO., LTD",SAMSUNG,PS-WQ930D,,Transceptor de Radiação Restrita,Homologação Emitida,Coréia
10/05/2024,035482409657,"SAMSUNG ELECTRONICS CO., LTD",SAMSUNG,PS-RQ930D,,Transceptor de Radiação Restrita,Homologação Emitida,Coréia
10/05/2024,035482409657,"SAMSUNG ELECTRONICS CO., LTD",SAMSUNG,HW-Q930D,,Equipamento de Radiocomunicação de Radiação Restrita,Homologação Emitida,Coréia
10/05/2024,035482409657,"SAMSUNG ELECTRONICS CO., LTD",SAMSUNG,PS-WQ930D,,Equipamento de Radiocomunicação de Radiação Restrita,Homologação Emitida,Coréia
10/05/2024,035482409657,"SAMSUNG ELECTRONICS CO., LTD",SAMSUNG,PS-RQ930D,,Equipamento de Radiocomunicação de Radiação Restrita,Homologação Emitida,Coréia
26/04/2024,035512409657,"SAMSUNG ELECTRONICS CO., LTD",SAMSUNG,HW-S800D,,Transceptor de Radiação Restrita,Homologação Emitida,Coréia
26/04/2024,035512409657,"SAMSUNG ELECTRONICS CO., LTD",SAMSUNG,PS-WS800D,,Transceptor de Radiação Restrita,Homologação Emitida,Coréia
26/04/2024,035512409657,"SAMSUNG ELECTRONICS CO., LTD",SAMSUNG,HW-S801D,,Transceptor de Radiação Restrita,Homologação Emitida,Coréia
26/04/2024,035512409657,"SAMSUNG ELECTRONICS CO., LTD",SAMSUNG,PS-WS801D,,Transceptor de Radiação Restrita,Homologação Emitida,Coréia
10/07/2024,041692415801,"Honor Device Co., Ltd",HONOR,CLK-LX2,,Transceptor de Radiação Restrita,Homologação Emitida,China
26/04/2024,035512409657,"SAMSUNG ELECTRONICS CO., LTD",SAMSUNG,HW-S800D,,Equipamento de Radiocomunicação de Radiação Restrita,Homologação Emitida,Coréia
26/04/2024,035512409657,"SAMSUNG ELECTRONICS CO., LTD",SAMSUNG,PS-WS800D,,Equipamento de Radiocomunicação de Radiação Restrita,Homologação Emitida,Coréia
26/04/2024,035512409657,"SAMSUNG ELECTRONICS CO., LTD",SAMSUNG,HW-S801D,,Equipamento de Radiocomunicação de Radiação Restrita,Homologação Emitida,Coréia
26/04/2024,035512409657,"SAMSUNG ELECTRONICS CO., LTD",SAMSUNG,PS-WS801D,,Equipamento de Radiocomunicação de Radiação Restrita,Homologação Emitida,Coréia
09/03/2026,015032209185,"Xiaomi Communications Co., Ltd.",XIAOMI,ESP32-WROOM-32U,,Transceptor de Radiação Restrita,Homologação Emitida,China
09/03/2026,015032209185,"Xiaomi Communications Co., Ltd.",XIAOMI,ESP-WROOM-32D,,Transceptor de Radiação Restrita,Homologação Emitida,China
06/12/2023,127652301993,Apple Inc.,APPLE,A2968,,Sistemas Operando nas Faixas de RF Ultra Larga,Homologação Emitida,Estados Unidos da América
24/09/2024,042202415801,"Honor Device Co., Ltd",HONOR,ALI-NX1,Magic6 Lite,Transceptor de Radiação Restrita,Homologação Emitida,China
07/11/2025,217112307120,Harman International Industries Inc.,JBL,SOUNDGEAR FRAMES,,Transceptor de Radiação Restrita,Homologação Emitida,Estados Unidos da América
24/09/2024,042202415801,"Honor Device Co., Ltd",HONOR,ALI-NX1,,Transceptor de Radiação Restrita,Homologação Emitida,China
13/03/2024,049642009185,"Xiaomi Communications Co., Ltd.",XIAOMI,MW40990,,Transceptor de Radiação Restrita,Homologação Emitida,China
09/05/2025,024292401993,Apple Inc.,APPLE,A2837,,Estação Terminal de Acesso,Homologação Emitida,Estados Unidos da América
17/05/2024,025822401993,Apple Inc.,APPLE,A2903,,Estação Terminal de Acesso,Homologação Emitida,Estados Unidos da América
16/05/2024,025832401993,Apple Inc.,APPLE,A2899,,Estação Terminal de Acesso,Homologação Emitida,Estados Unidos da América
14/03/2024,007152400953,Samsung Electronics Co Ltd.,SAMSUNG,SM-P625,,Estação Terminal de Acesso,Homologação Suspensa,Coréia
28/09/2023,112282101993,Apple Inc.,APPLE,A2473,,Sistemas Operando Na Faixa de 57 a 64 GHz,Homologação Emitida,Estados Unidos da América
09/07/2024,101242007120,Harman International Industries Inc.,JBL,OTGM100W,,Microfone sem Fio,Homologação Emitida,Estados Unidos da América
09/07/2024,101242007120,Harman International Industries Inc.,JBL,JWMSET,,Microfone sem Fio,Homologação Emitida,Estados Unidos da América
28/04/2025,219732307120,Harman International Industries Inc.,JBL,PARTYBOX STAGE 320,,Transceptor de Radiação Restrita,Homologação Emitida,Estados Unidos da América
28/05/2024,035472409657,"SAMSUNG ELECTRONICS CO., LTD",SAMSUNG,HW-Q990D,,Sistemas de Identificação por Radiofrequências,Homologação Emitida,Coréia
28/05/2024,035472409657,"SAMSUNG ELECTRONICS CO., LTD",SAMSUNG,PS-WQ990D,,Sistemas de Identificação por Radiofrequências,Homologação Emitida,Coréia
28/05/2024,035472409657,"SAMSUNG ELECTRONICS CO., LTD",SAMSUNG,PS-RQ990D,,Sistemas de Identificação por Radiofrequências,Homologação Emitida,Coréia
08/12/2023,005272002217,Samsung Electronics Co Ltd.,SAMSUNG,WCT732M,,Transceptor de Radiação Restrita,Homologação Suspensa,Coréia
07/03/2024,233542301993,Apple Inc.,APPLE,A3113,,Transceptor de Radiação Restrita,Homologação Suspensa,Estados Unidos da América
09/05/2025,203902300953,Samsung Electronics Co Ltd.,SAMSUNG,SM-S921B/DS,Galaxy S24,Sistemas de Identificação por Radiofrequências,Homologação Emitida,Coréia
12/08/2025,191582202909,"SAMSUNG ELECTRONICS CO., LTD",SAMSUNG,VG-TM2460,Smart Remote,Transceptor de Radiação Restrita,Homologação Emitida,Coréia
08/04/2024,021192209185,"Xiaomi Communications Co., Ltd.",XIAOMI,2201117SL,,Transceptor de Radiação Restrita,Homologação Suspensa,China
27/09/2024,068512401993,Apple Inc.,APPLE,A2844,,Equipamento de Radiocomunicação de Radiação Restrita,Em Análise - RE,Estados Unidos da América
15/10/2025,136972109185,"Xiaomi Communications Co., Ltd.",XIAOMI,M2101B1,Redmi Smart Band Pro,Transceptor de Radiação Restrita,Homologação Suspensa,China
10/06/2024,221962314550,"Xiaomi Communications Co., Ltd.",XIAOMI,23129RA5FL,Redmi Note 13,Transceptor de Radiação Restrita,Homologação Suspensa,China
18/03/2026,121512102752,"SAMSUNG ELECTRONICS CO., LTD.",SAMSUNG,CWBR720M,,Transceptor de Radiação Restrita,Homologação Emitida,Coréia
05/05/2025,203882300953,Samsung Electronics Co Ltd.,SAMSUNG,SM-S926B/DS,Galaxy S24+,Telefone Móvel Celular,Homologação Emitida,Coréia
12/12/2023,198292300953,Samsung Electronics Co Ltd.,SAMSUNG,SM-A256E/DSN,,Telefone Móvel Celular,Homologação Emitida,Coréia
19/07/2024,064752414862,"Guangdong OPPO Mobile  Telecommunications Co., Ltd",OPPO,CPH2625,OPPO Reno12 5G,Sistemas de Identificação por Radiofrequências,Homologação Emitida,China
07/10/2024,068092400953,Samsung Electronics Co Ltd.,SAMSUNG,SM-A166M/DS,,Sistemas de Identificação por Radiofrequências,Homologação Emitida,Coréia
06/05/2025,208292300953,Samsung Electronics Co Ltd.,SAMSUNG,SM-X306B,Galaxy Tab Active5 5G,Sistemas de Identificação por Radiofrequências,Homologação Emitida,Coréia
24/09/2024,042202415801,"Honor Device Co., Ltd",HONOR,ALI-NX1,Magic6 Lite,Sistemas de Identificação por Radiofrequências,Homologação Emitida,China
06/05/2025,208292300953,Samsung Electronics Co Ltd.,SAMSUNG,SM-X306B,Galaxy Tab Active5 5G,Transceptor de Radiação Restrita,Homologação Emitida,Coréia
18/11/2025,219772307120,Harman International Industries Inc.,JBL,GO4D,,Transceptor de Radiação Restrita,Homologação Emitida,Estados Unidos da América
11/12/2025,172052107120,Harman International Industries Inc.,JBL,LIVE FREE 2 TWS,,Transceptor de Radiação Restrita,Homologação Emitida,Estados Unidos da América
12/12/2025,072122501739,"SAMSUNG ELECTRONICS CO., LTD",SAMSUNG,EP-P2900,,Carregador Indutivo para Telefone Celular,Homologação Emitida,Coréia
22/10/2025,219752307120,Harman International Industries Inc.,JBL,PBWIRELESS MIC TM,,Transceptor de Radiação Restrita,Homologação Emitida,Estados Unidos da América
21/11/2025,110682307120,Harman International Industries Inc.,JBL,Authentics 300,,Transceptor de Radiação Restrita,Homologação Emitida,Estados Unidos da América
24/09/2024,042202415801,"Honor Device Co., Ltd",HONOR,ALI-NX1,,Sistemas de Identificação por Radiofrequências,Homologação Emitida,China
14/01/2024,217522314550,"Xiaomi Communications Co., Ltd.",XIAOMI,2311DRK48G,POCO X6 PRO 5G,Sistemas de Identificação por Radiofrequências,Homologação Suspensa,China
14/11/2025,181382307120,Harman International Industries Inc.,JBL,JBL SPINNER BT,JBL Bluetooth® Turntable,Transceptor de Radiação Restrita,Homologação Emitida,Estados Unidos da América
07/03/2024,233552301993,Apple Inc.,APPLE,A3114,,Transceptor de Radiação Restrita,Homologação Suspensa,Estados Unidos da América
28/10/2025,036662514862,"Guangdong OPPO Mobile  Telecommunications Co., Ltd",OPPO,CPH2743,OPPO Reno14 F Dark Side Limited Edition,Sistemas de Identificação por Radiofrequências,Homologação Emitida,China
19/12/2025,072632500953,Samsung Electronics Co Ltd.,SAMSUNG,SM-S948B/DS,,Carregador Indutivo para Telefone Celular,Homologação Emitida,Coréia
29/01/2026,074042500953,Samsung Electronics Co Ltd.,SAMSUNG,SM-S942B/DS,,Carregador Indutivo para Telefone Celular,Homologação Emitida,Coréia
28/10/2025,036662514862,"Guangdong OPPO Mobile  Telecommunications Co., Ltd",OPPO,CPH2743,OPPO Reno14 F Dark Side Limited Edition,Transceptor de Radiação Restrita,Homologação Emitida,China
19/02/2026,075912509185,"Xiaomi Communications Co., Ltd.",XIAOMI,2510DPC44G,,Transceptor de Radiação Restrita,Homologação Emitida,China
03/04/2025,086532409185,"Xiaomi Communications Co., Ltd.",XIAOMI,24090RA29G,Redmi Note 14 Pro 5G,Sistemas de Identificação por Radiofrequências,Homologação Emitida,China
19/12/2025,072632500953,Samsung Electronics Co Ltd.,SAMSUNG,SM-S948B/DS,,Transceptor de Radiação Restrita,Homologação Emitida,Coréia
29/01/2026,074042500953,Samsung Electronics Co Ltd.,SAMSUNG,SM-S942B/DS,,Transceptor de Radiação Restrita,Homologação Emitida,Coréia
19/02/2026,073162500953,Samsung Electronics Co Ltd.,SAMSUNG,SM-A576B/DS,,Transceptor de Radiação Restrita,Homologação Emitida,Coréia
19/11/2025,073222507120,Harman International Industries Inc.,JBL,LUNA 2,,Transceptor de Radiação Restrita,Homologação Emitida,Estados Unidos da América
15/01/2026,075022509185,"Xiaomi Communications Co., Ltd.",XIAOMI,2510DRA23L,Redmi Note 15,Transceptor de Radiação Restrita,Homologação Emitida,China
03/03/2026,079312514862,"Guangdong OPPO Mobile  Telecommunications Co., Ltd",OPPO,CPH2781,,Transceptor de Radiação Restrita,Homologação Emitida,China
29/12/2025,072862507120,Harman International Industries Inc.,JBL,PARTYBOX PLUS MIC,,Transceptor de Radiação Restrita,Homologação Emitida,Estados Unidos da América
14/11/2025,203622307120,Harman International Industries Inc.,JBL,QUANTUM STREAM WIRELESS,,Transceptor de Radiação Restrita,Homologação Emitida,Estados Unidos da América
10/06/2024,221962314550,"Xiaomi Communications Co., Ltd.",XIAOMI,23129RA5FL,Redmi Note 13,Telefone Móvel Celular,Homologação Suspensa,China
10/07/2024,041692415801,"Honor Device Co., Ltd",HONOR,CLK-LX2,,Telefone Móvel Celular,Homologação Emitida,China
05/03/2026,079352514862,"Guangdong OPPO Mobile  Telecommunications Co., Ltd",OPPO,CPH2815,,Telefone Móvel Celular,Homologação Emitida,China
22/12/2025,079432507120,Harman International Industries Inc.,JBL,EASYSING MICS TM,,Transceptor de Radiação Restrita,Homologação Emitida,Estados Unidos da América
19/12/2025,077692507120,Harman International Industries Inc.,JBL,BANDBOX TRIO,,Transceptor de Radiação Restrita,Homologação Emitida,Estados Unidos da América
26/12/2025,078662507120,Harman International Industries Inc.,JBL,GO5D,,Transceptor de Radiação Restrita,Homologação Emitida,Estados Unidos da América
05/03/2026,079352514862,"Guangdong OPPO Mobile  Telecommunications Co., Ltd",OPPO,CPH2815,,Transceptor de Radiação Restrita,Homologação Emitida,China
05/03/2026,079352514862,"Guangdong OPPO Mobile  Telecommunications Co., Ltd",OPPO,CPH2817,,Transceptor de Radiação Restrita,Homologação Emitida,China
05/03/2026,079352514862,"Guangdong OPPO Mobile  Telecommunications Co., Ltd",OPPO,CPH2817,,Telefone Móvel Celular,Homologação Emitida,China
11/09/2024,077972409185,"Xiaomi Communications Co., Ltd.",XIAOMI,2406APNFAG,Xiaomi 14T,Telefone Móvel Celular,Homologação Emitida,China
26/08/2024,071822414862,"Guangdong OPPO Mobile  Telecommunications Co., Ltd",OPPO,CPH2641,OPPO A20,Telefone Móvel Celular,Homologação Emitida,China
24/09/2024,042202415801,"Honor Device Co., Ltd",HONOR,ALI-NX1,Magic6 Lite,Telefone Móvel Celular,Homologação Emitida,China
24/09/2024,042202415801,"Honor Device Co., Ltd",HONOR,ALI-NX1,,Telefone Móvel Celular,Homologação Emitida,China
05/03/2026,081692501993,Apple Inc.,APPLE,A3634,iPhone 17e,Transceptor de Radiação Restrita,Homologação Emitida,Estados Unidos da América
11/03/2026,081712501993,Apple Inc.,APPLE,A3426,,Transceptor de Radiação Restrita,Homologação Emitida,Estados Unidos da América
06/03/2026,081722501993,Apple Inc.,APPLE,A3429,,Transceptor de Radiação Restrita,Homologação Emitida,Estados Unidos da América
22/10/2025,219742307120,Harman International Industries Inc.,JBL,PBWIRELESS MIC,,Transceptor de Radiação Restrita,Homologação Emitida,Estados Unidos da América
29/12/2025,072872507120,Harman International Industries Inc.,JBL,PARTYBOX ENCORE 2 PLUS,,Transceptor de Radiação Restrita,Homologação Emitida,Estados Unidos da América
23/12/2025,078652507120,Harman International Industries Inc.,JBL,GO5T,,Transceptor de Radiação Restrita,Homologação Emitida,Estados Unidos da América
22/12/2025,079422507120,Harman International Industries Inc.,JBL,EASYSING MICS,,Transceptor de Radiação Restrita,Homologação Emitida,Estados Unidos da América
02/01/2026,079822507120,Harman International Industries Inc.,JBL,PARTYBOX ON-THE-GO 2 PLUS,,Transceptor de Radiação Restrita,Homologação Emitida,Estados Unidos da América
11/11/2021,120502101993,Apple Inc.,APPLE,A2442,,Transceptor de Radiação Restrita,Homologação Suspensa,Estados Unidos da América
12/11/2021,122422101993,Apple Inc.,APPLE,A2576,,Transceptor de Radiação Restrita,Homologação Emitida,Estados Unidos da América
16/12/2024,095622407120,Harman International Industries Inc.,JBL,LIVE FLEX 3,,Transceptor de Radiação Restrita,Homologação Emitida,Estados Unidos da América
13/12/2024,096472414550,"Xiaomi Communications Co., Ltd.",XIAOMI,M2351W1,,Transceptor de Radiação Restrita,Homologação Emitida,China
22/01/2026,084422501739,"SAMSUNG ELECTRONICS CO., LTD",SAMSUNG,EB-U2500,,Carregador Indutivo para Telefone Celular,Homologação Emitida,Coréia
03/12/2025,080262509185,"Xiaomi Communications Co., Ltd.",XIAOMI,24048MP07G,,Transceptor de Radiação Restrita,Homologação Emitida,China
10/07/2024,041742415801,"Honor Device Co., Ltd",HONOR,LLY-LX1,,Transceptor de Radiação Restrita,Homologação Emitida,China
19/12/2025,072632500953,Samsung Electronics Co Ltd.,SAMSUNG,SM-S948B/DS,,Sistemas de Identificação por Radiofrequências,Homologação Emitida,Coréia
29/01/2026,074042500953,Samsung Electronics Co Ltd.,SAMSUNG,SM-S942B/DS,,Sistemas de Identificação por Radiofrequências,Homologação Emitida,Coréia
10/03/2026,081732501993,Apple Inc.,APPLE,A3428,,Transceptor de Radiação Restrita,Homologação Emitida,Estados Unidos da América
06/03/2026,081742501993,Apple Inc.,APPLE,A3449,,Transceptor de Radiação Restrita,Homologação Emitida,Estados Unidos da América
29/12/2025,083442501739,"SAMSUNG ELECTRONICS CO., LTD",SAMSUNG,SM-R640,,Transceptor de Radiação Restrita,Homologação Emitida,Coréia
01/12/2025,040232501739,"SAMSUNG ELECTRONICS CO., LTD",SAMSUNG,EJ-B7800,EJ-B7800,Transceptor de Radiação Restrita,Homologação Emitida,Coréia
21/01/2026,079692514862,"Guangdong OPPO Mobile  Telecommunications Co., Ltd",OPPO,CPH2819,,Sistemas de Identificação por Radiofrequências,Homologação Emitida,China
28/01/2026,079702514862,"Guangdong OPPO Mobile  Telecommunications Co., Ltd",OPPO,CPH2783,,Sistemas de Identificação por Radiofrequências,Homologação Emitida,China
28/01/2026,079702514862,"Guangdong OPPO Mobile  Telecommunications Co., Ltd",OPPO,CPH2853,,Sistemas de Identificação por Radiofrequências,Homologação Emitida,China
05/03/2026,079352514862,"Guangdong OPPO Mobile  Telecommunications Co., Ltd",OPPO,CPH2815,,Sistemas de Identificação por Radiofrequências,Homologação Emitida,China
05/03/2026,079352514862,"Guangdong OPPO Mobile  Telecommunications Co., Ltd",OPPO,CPH2817,,Sistemas de Identificação por Radiofrequências,Homologação Emitida,China
05/03/2026,081692501993,Apple Inc.,APPLE,A3634,iPhone 17e,Sistemas de Identificação por Radiofrequências,Homologação Emitida,Estados Unidos da América
13/01/2026,084662517361,"Vivo Mobile Communication Co., Ltd",VIVO,J2506,,Sistemas de Identificação por Radiofrequências,Homologação Emitida,China
19/03/2024,007982209185,"Xiaomi Communications Co., Ltd.",XIAOMI,2201117TL,Redmi Note 11,Transceptor de Radiação Restrita,Homologação Suspensa,China
19/03/2024,007982209185,"Xiaomi Communications Co., Ltd.",XIAOMI,2201117TG,Redmi Note 11,Transceptor de Radiação Restrita,Homologação Suspensa,China
05/02/2026,083042507120,Harman International Industries Inc.,JBL,LIVE 680NC,,Transceptor de Radiação Restrita,Homologação Emitida,Estados Unidos da América
13/01/2026,084662517361,"Vivo Mobile Communication Co., Ltd",VIVO,J2506,,Transceptor de Radiação Restrita,Homologação Emitida,China
19/12/2025,243272307120,Harman International Industries Inc.,JBL,QCC5181,,Transceptor de Radiação Restrita,Homologação Emitida,Estados Unidos da América
07/01/2026,062752509185,"Xiaomi Communications Co., Ltd.",XIAOMI,25098RA98G,,Sistemas de Identificação por Radiofrequências,Homologação Emitida,China
19/02/2026,073162500953,Samsung Electronics Co Ltd.,SAMSUNG,SM-A576B/DS,,Sistemas de Identificação por Radiofrequências,Homologação Emitida,Coréia
20/01/2026,049912207120,Harman International Industries Inc.,JBL,JBL WIND3,,Transceptor de Radiação Restrita,Homologação Emitida,Estados Unidos da América
14/01/2024,217522314550,"Xiaomi Communications Co., Ltd.",XIAOMI,2311DRK48G,POCO X6 PRO 5G,Telefone Móvel Celular,Homologação Suspensa,China
19/12/2025,072632500953,Samsung Electronics Co Ltd.,SAMSUNG,SM-S948B/DS,,Telefone Móvel Celular,Homologação Emitida,Coréia
06/03/2024,186672109185,"Xiaomi Communications Co., Ltd.",XIAOMI,RA82,,Transceptor de Radiação Restrita,Homologação Suspensa,China
21/01/2026,079692514862,"Guangdong OPPO Mobile  Telecommunications Co., Ltd",OPPO,CPH2819,,Transceptor de Radiação Restrita,Homologação Emitida,China
28/01/2026,079702514862,"Guangdong OPPO Mobile  Telecommunications Co., Ltd",OPPO,CPH2783,,Transceptor de Radiação Restrita,Homologação Emitida,China
28/01/2026,079702514862,"Guangdong OPPO Mobile  Telecommunications Co., Ltd",OPPO,CPH2853,,Transceptor de Radiação Restrita,Homologação Emitida,China
13/01/2026,079832507120,Harman International Industries Inc.,JBL,LIVE 780NC,,Transceptor de Radiação Restrita,Homologação Emitida,Estados Unidos da América
19/02/2026,080292509185,"Xiaomi Communications Co., Ltd.",XIAOMI,25100RA69G,,Sistemas de Identificação por Radiofrequências,Homologação Emitida,China
07/01/2026,062752509185,"Xiaomi Communications Co., Ltd.",XIAOMI,25098RA98G,,Transceptor de Radiação Restrita,Homologação Emitida,China
19/12/2025,078642507120,Harman International Industries Inc.,JBL,GO5R,,Transceptor de Radiação Restrita,Homologação Emitida,Estados Unidos da América
19/12/2025,078642507120,Harman International Industries Inc.,JBL,GO5,,Transceptor de Radiação Restrita,Homologação Emitida,Estados Unidos da América
19/12/2025,072632500953,Samsung Electronics Co Ltd.,SAMSUNG,SM-S948B/DS,,Sistemas Operando nas Faixas de RF Ultra Larga,Homologação Emitida,Coréia
19/02/2026,080292509185,"Xiaomi Communications Co., Ltd.",XIAOMI,25100RA69G,,Transceptor de Radiação Restrita,Homologação Emitida,China
06/03/2026,081752501993,Apple Inc.,APPLE,A3448,,Transceptor de Radiação Restrita,Homologação Emitida,Estados Unidos da América
23/02/2026,084372514862,"Guangdong OPPO Mobile  Telecommunications Co., Ltd",OPPO,CPH2789,,Transceptor de Radiação Restrita,Homologação Emitida,China
25/08/2025,035152500953,Samsung Electronics Co Ltd.,SAMSUNG,SM-X930,Galaxy Tab S11 Ultra,Transceptor de Radiação Restrita,Em Análise - RE,Coréia
22/12/2025,206592307120,Harman International Industries Inc.,JBL,N5 HYBRID,,Transceptor de Radiação Restrita,Homologação Emitida,Estados Unidos da América
02/01/2026,086962510014,"Harman International Industries, Inc.",JBL,TAS700 BR C-Plat 2025 Package,,Transceptor de Radiação Restrita,Homologação Emitida,Estados Unidos da América
02/01/2026,086962510014,"Harman International Industries, Inc.",JBL,TAS700 BR B-Plat 2025 Package,,Transceptor de Radiação Restrita,Homologação Emitida,Estados Unidos da América
11/03/2026,081702501993,Apple Inc.,APPLE,A3427,,Transceptor de Radiação Restrita,Homologação Emitida,Estados Unidos da América
23/02/2026,082112514862,"Guangdong OPPO Mobile  Telecommunications Co., Ltd",OPPO,CPH2791,,Transceptor de Radiação Restrita,Em Análise - RE,China
02/02/2026,206622307120,Harman International Industries Inc.,JBL,N9HYBRIDTM,,Transceptor de Radiação Restrita,Homologação Emitida,Estados Unidos da América
19/12/2025,023132202701,Harman International Industries Inc.,JBL,REFLECT AERO,,Transceptor de Radiação Restrita,Homologação Emitida,Estados Unidos da América
23/03/2026,206612307120,Harman International Industries Inc.,JBL,N9 HYBRID,,Transceptor de Radiação Restrita,Homologação Emitida,Estados Unidos da América
28/09/2023,112282101993,Apple Inc.,APPLE,A2473,,Sistemas Operando nas Faixas de RF Ultra Larga,Homologação Emitida,Estados Unidos da América
15/01/2026,075022509185,"Xiaomi Communications Co., Ltd.",XIAOMI,2510DRA23L,Redmi Note 15,Sistemas de Identificação por Radiofrequências,Homologação Emitida,China
23/02/2026,082112514862,"Guangdong OPPO Mobile  Telecommunications Co., Ltd",OPPO,CPH2791,,Sistemas de Identificação por Radiofrequências,Em Análise - RE,China
04/12/2023,063841909185,"Xiaomi Communications Co., Ltd.",XIAOMI,CS30680,,Carregador Indutivo para Telefone Celular,Homologação Emitida,China
19/12/2025,059242401739,"SAMSUNG ELECTRONICS CO., LTD",SAMSUNG,SM-Q501,,Sistemas de Identificação por Radiofrequências,Homologação Emitida,Coréia
19/12/2025,059242401739,"SAMSUNG ELECTRONICS CO., LTD",SAMSUNG,SM-Q502,,Sistemas de Identificação por Radiofrequências,Homologação Emitida,Coréia
19/12/2025,059242401739,"SAMSUNG ELECTRONICS CO., LTD",SAMSUNG,SM-Q503,,Sistemas de Identificação por Radiofrequências,Homologação Emitida,Coréia
19/12/2025,059242401739,"SAMSUNG ELECTRONICS CO., LTD",SAMSUNG,SM-Q505,,Sistemas de Identificação por Radiofrequências,Homologação Emitida,Coréia
19/12/2025,059242401739,"SAMSUNG ELECTRONICS CO., LTD",SAMSUNG,SM-Q506,,Sistemas de Identificação por Radiofrequências,Homologação Emitida,Coréia
19/12/2025,059242401739,"SAMSUNG ELECTRONICS CO., LTD",SAMSUNG,SM-Q507,,Sistemas de Identificação por Radiofrequências,Homologação Emitida,Coréia
19/12/2025,059242401739,"SAMSUNG ELECTRONICS CO., LTD",SAMSUNG,SM-Q508,,Sistemas de Identificação por Radiofrequências,Homologação Emitida,Coréia
19/12/2025,059242401739,"SAMSUNG ELECTRONICS CO., LTD",SAMSUNG,SM-Q509,,Sistemas de Identificação por Radiofrequências,Homologação Emitida,Coréia
19/12/2025,059242401739,"SAMSUNG ELECTRONICS CO., LTD",SAMSUNG,SM-Q501,,Transceptor de Radiação Restrita,Homologação Emitida,Coréia
19/12/2025,059242401739,"SAMSUNG ELECTRONICS CO., LTD",SAMSUNG,SM-Q502,,Transceptor de Radiação Restrita,Homologação Emitida,Coréia
19/12/2025,059242401739,"SAMSUNG ELECTRONICS CO., LTD",SAMSUNG,SM-Q503,,Transceptor de Radiação Restrita,Homologação Emitida,Coréia
19/12/2025,059242401739,"SAMSUNG ELECTRONICS CO., LTD",SAMSUNG,SM-Q505,,Transceptor de Radiação Restrita,Homologação Emitida,Coréia
19/12/2025,059242401739,"SAMSUNG ELECTRONICS CO., LTD",SAMSUNG,SM-Q506,,Transceptor de Radiação Restrita,Homologação Emitida,Coréia
19/12/2025,059242401739,"SAMSUNG ELECTRONICS CO., LTD",SAMSUNG,SM-Q507,,Transceptor de Radiação Restrita,Homologação Emitida,Coréia
19/12/2025,059242401739,"SAMSUNG ELECTRONICS CO., LTD",SAMSUNG,SM-Q508,,Transceptor de Radiação Restrita,Homologação Emitida,Coréia
19/12/2025,059242401739,"SAMSUNG ELECTRONICS CO., LTD",SAMSUNG,SM-Q509,,Transceptor de Radiação Restrita,Homologação Emitida,Coréia
14/08/2024,071722407120,Harman International Industries Inc.,JBL,JBLJAM5000N,,Transceptor de Radiação Restrita,Homologação Emitida,Estados Unidos da América
01/02/2024,219712307120,Harman International Industries Inc.,JBL,GO4C,,Transceptor de Radiação Restrita,Homologação Suspensa,Estados Unidos da América
13/02/2026,088042507120,Harman International Industries Inc.,JBL,XTREME 5G,,Transceptor de Radiação Restrita,Homologação Emitida,Estados Unidos da América
13/02/2026,088042507120,Harman International Industries Inc.,JBL,XTREME 5,,Transceptor de Radiação Restrita,Homologação Emitida,Estados Unidos da América
19/12/2025,243292307120,Harman International Industries Inc.,JBL,PARTYBOX CLUB 120G (*),,Transceptor de Radiação Restrita,Homologação Emitida,Estados Unidos da América
29/11/2024,075292401993,Apple Inc.,APPLE,A3185,,Transceptor de Radiação Restrita,Homologação Emitida,Estados Unidos da América
29/11/2024,075332401993,Apple Inc.,APPLE,A3247,,Transceptor de Radiação Restrita,Homologação Emitida,Estados Unidos da América
30/07/2024,076792207120,Harman International Industries Inc.,JBL,PARTYBOX ENCORE,,Transceptor de Radiação Restrita,Homologação Emitida,Estados Unidos da América
03/03/2023,001472314550,"Xiaomi Communications Co., Ltd.",XIAOMI,22101320G,POCO X5 PRO 5G,Transceptor de Radiação Restrita,Homologação Suspensa,China
19/12/2025,206602307120,Harman International Industries Inc.,JBL,N5HYBRIDTM,,Transceptor de Radiação Restrita,Homologação Emitida,Estados Unidos da América
05/03/2026,081692501993,Apple Inc.,APPLE,A3634,iPhone 17e,Estação Terminal de Acesso,Homologação Emitida,Estados Unidos da América
27/02/2024,238752300953,Samsung Electronics Co Ltd.,SAMSUNG,SM-M156B/DSN,,Sistemas de Identificação por Radiofrequências,Homologação Suspensa,Coréia
