NumeroHomologacao;DataEmissaoHomologacao;TipodeProduto;Modelo;NomeComercial;ModoOperacao5G;Fabricante
066702303109;2023-06-19;Telefone Móvel Celular;ASUS_AI2205_C;ROG Phone 7;Non-standalone (NSA);Asustek Computer Inc.
066702303109;2023-06-19;Telefone Móvel Celular;ASUS_AI2205_D;ROG Phone 7 PRO;Non-standalone (NSA);Asustek Computer Inc.
066622513713;2025-11-24;Telefone Móvel Celular;KM9;TECNO POVA Slim 5G;Ambos (SA / NSA);TECNO MOBILE LIMITED
065862500330;2026-04-14;Telefone Móvel Celular;XT2621-1;Moto g67;Ambos (SA / NSA);Motorola Mobility LLC
065862500330;2026-04-14;Telefone Móvel Celular;XT2621-3;Moto g77;Ambos (SA / NSA);Motorola Mobility LLC
065652400330;2024-11-04;Telefone Móvel Celular;XT2407-2;Motorola edge 50;Ambos (SA / NSA);Motorola Mobility LLC
065332416292;2024-06-17;Telefone Móvel Celular;LFi FIVE;Smart Phone;Ambos (SA / NSA);LYOTECH LABS LLC
065332416292;2024-06-17;Telefone Móvel Celular;LFi FOUR;Smart Phone;Ambos (SA / NSA);LYOTECH LABS LLC
065332416292;2024-06-17;Telefone Móvel Celular;LFi ONE;Smart Phone;Ambos (SA / NSA);LYOTECH LABS LLC
065332416292;2024-06-17;Telefone Móvel Celular;LFi SEVEN;Smart Phone;Ambos (SA / NSA);LYOTECH LABS LLC
065332416292;2024-06-17;Telefone Móvel Celular;LFi SIX;Smart Phone;Ambos (SA / NSA);LYOTECH LABS LLC
065332416292;2024-06-17;Telefone Móvel Celular;LFi TWO;Smart Phone;Ambos (SA / NSA);LYOTECH LABS LLC
065332416292;2024-06-17;Telefone Móvel Celular;LIFi THREE;Smart Phone;Ambos (SA / NSA);LYOTECH LABS LLC
064752414862;2024-07-19;Telefone Móvel Celular;CPH2625;OPPO Reno12 5G;Ambos (SA / NSA);Guangdong OPPO Mobile  Telecommunications Co., Ltd
064302400330;2024-12-11;Telefone Móvel Celular;XT2453-1;Motorola razr 50;Ambos (SA / NSA);Motorola Mobility LLC
062762509185;2026-02-19;Telefone Móvel Celular;2510EPC8BG;;Ambos (SA / NSA);Xiaomi Communications Co., Ltd.
062762509185;2026-02-19;Telefone Móvel Celular;2510ERA8BG;;Ambos (SA / NSA);Xiaomi Communications Co., Ltd.
062752509185;2026-01-07;Telefone Móvel Celular;25098RA98G;;Ambos (SA / NSA);Xiaomi Communications Co., Ltd.
062752509185;2026-01-07;Telefone Móvel Celular;25118PC98G;;Ambos (SA / NSA);Xiaomi Communications Co., Ltd.
062732509185;2025-12-09;Telefone Móvel Celular;25080RABDG;;Ambos (SA / NSA);Xiaomi Communications Co., Ltd.
062482300330;2024-11-01;Telefone Móvel Celular;XT2323-1;motorola razr 40;Ambos (SA / NSA);Motorola Mobility LLC
062162517172;2026-01-20;Telefone Móvel Celular;AR4;archer4;Ambos (SA / NSA);Juniper Systems, Inc
062162517172;2026-01-20;Telefone Móvel Celular;FC-700;;Ambos (SA / NSA);Juniper Systems, Inc
062162517172;2026-01-20;Telefone Móvel Celular;SHC700;;Ambos (SA / NSA);Juniper Systems, Inc
061792209185;2022-05-17;Telefone Móvel Celular;2203129G;;Ambos (SA / NSA);Xiaomi Communications Co., Ltd.
060322400330;2025-01-21;Telefone Móvel Celular;XT2427-1;Moto g85 5G;Ambos (SA / NSA);Motorola Mobility LLC
059572313366;2023-05-11;Telefone Móvel Celular;RMX3741;;Ambos (SA / NSA);Realme Chongqing Mobile Telecommunications Corp.,
059052314315;2023-08-28;Telefone Móvel Celular;X50;;Ambos (SA / NSA);Sichuan Koobee Communication Equipament Co., Ltd.
057832400953;2024-06-06;Telefone Móvel Celular;SM-F956B/DS;;Ambos (SA / NSA);Samsung Electronics Co Ltd.
057292515156;2025-11-21;Telefone Móvel Celular;X6873;GT 30 Pro;Ambos (SA / NSA);INFINIX MOBILITY LIMITED
057202500953;2025-12-19;Telefone Móvel Celular;SM-A076M/DS;;Ambos (SA / NSA);Samsung Electronics Co Ltd.
056672414862;2024-07-22;Telefone Móvel Celular;CPH2639;OPPO A80 5G;Ambos (SA / NSA);Guangdong OPPO Mobile  Telecommunications Co., Ltd
056642414862;2024-07-09;Telefone Móvel Celular;CPH2637;OPPO Reno12 F 5G;Ambos (SA / NSA);Guangdong OPPO Mobile  Telecommunications Co., Ltd
056072415156;2024-12-10;Telefone Móvel Celular;X6852;Note 40 5G;Ambos (SA / NSA);INFINIX MOBILITY LIMITED
052132500330;2026-02-11;Telefone Móvel Celular;XT2601-3;Motorola edge 70;Ambos (SA / NSA);Motorola Mobility LLC
051732113366;2021-11-29;Telefone Móvel Celular;RMX3241;realme 8 5G;Ambos (SA / NSA);Realme Chongqing Mobile Telecommunications Corp.,
051662413366;2024-06-03;Telefone Móvel Celular;RMX3842;;Ambos (SA / NSA);Realme Chongqing Mobile Telecommunications Corp.,
051192515801;2025-10-21;Telefone Móvel Celular;LGN-NX3;;Non-standalone (NSA);Honor Device Co., Ltd
051192214550;2024-08-14;Telefone Móvel Celular;22041219NY;Redmi 10 5G;Ambos (SA / NSA);Xiaomi Communications Co., Ltd.
051172214550;2022-12-15;Telefone Móvel Celular;22041219G;Redmi 10 5G;Ambos (SA / NSA);Xiaomi Communications Co., Ltd.
051172214550;2022-12-15;Telefone Móvel Celular;22041219PG;POCO M4 5G;Ambos (SA / NSA);Xiaomi Communications Co., Ltd.
051152200953;2022-05-09;Telefone Móvel Celular;SM-A136M/DS;;Ambos (SA / NSA);Samsung Electronics Co Ltd.
051002313713;2023-05-26;Telefone Móvel Celular;KI8;SPARK 10 5G;Ambos (SA / NSA);TECNO MOBILE LIMITED
049692517361;2025-10-20;Telefone Móvel Celular;J2502;JOVI T1 5G;Ambos (SA / NSA);Vivo Mobile Communication Co., Ltd
048082515156;2025-11-21;Telefone Móvel Celular;X6873;;Ambos (SA / NSA);INFINIX MOBILITY LIMITED
047712400953;2024-05-16;Telefone Móvel Celular;SM-F741B;;Ambos (SA / NSA);Samsung Electronics Co Ltd.
047492109185;2021-11-24;Telefone Móvel Celular;M2103K19G;;Ambos (SA / NSA);Xiaomi Communications Co., Ltd.
047492109185;2021-11-24;Telefone Móvel Celular;M2103K19PG;;Ambos (SA / NSA);Xiaomi Communications Co., Ltd.
047482109185;2021-11-24;Telefone Móvel Celular;M2012K11AG;;Non-standalone (NSA);Xiaomi Communications Co., Ltd.
047092413366;2024-06-03;Telefone Móvel Celular;RMX3997;;Ambos (SA / NSA);Realme Chongqing Mobile Telecommunications Corp.,
046342411868;2024-09-23;Telefone Móvel Celular;M540A01;IS540.1;Ambos (SA / NSA);i.safe MOBILE GmbH
046342411868;2024-09-23;Telefone Móvel Celular;M540A01;IS540.2;Ambos (SA / NSA);i.safe MOBILE GmbH
046342411868;2024-09-23;Telefone Móvel Celular;M540A01;IS540.M1;Ambos (SA / NSA);i.safe MOBILE GmbH
046342411868;2024-09-23;Telefone Móvel Celular;M540A01;IS540.RG;Ambos (SA / NSA);i.safe MOBILE GmbH
045252400953;2024-05-17;Telefone Móvel Celular;SM-M356B/DS;;Ambos (SA / NSA);Samsung Electronics Co Ltd.
044652300330;2024-10-29;Telefone Móvel Celular;XT2303-2;motorola edge 40;Ambos (SA / NSA);Motorola Mobility LLC
043402514550;2025-10-01;Telefone Móvel Celular;25069PTEBG;;Ambos (SA / NSA);Xiaomi Communications Co., Ltd.
043392514550;2025-12-11;Telefone Móvel Celular;2508CRN2BE;Redmi 15C 5G;Ambos (SA / NSA);Xiaomi Communications Co., Ltd.
043212509185;2025-09-09;Telefone Móvel Celular;2506BPN68G;Xiaomi 15T Pro 5G;Ambos (SA / NSA);Xiaomi Communications Co., Ltd.
042202415801;2024-09-24;Telefone Móvel Celular;ALI-NX1;Magic6 Lite;Ambos (SA / NSA);Honor Device Co., Ltd
040032200330;2024-08-14;Telefone Móvel Celular;XT2225-1;moto g82 5G;Ambos (SA / NSA);Motorola Mobility LLC
039322513366;2025-10-02;Telefone Móvel Celular;RMX5111;;Ambos (SA / NSA);Realme Chongqing Mobile Telecommunications Corp.,
038552400330;2024-11-04;Telefone Móvel Celular;XT2451-3;Motorola razr 50 ultra;Ambos (SA / NSA);Motorola Mobility LLC
038502400330;2024-11-01;Telefone Móvel Celular;XT2401-1;;Ambos (SA / NSA);Motorola Mobility LLC
038502400330;2024-11-01;Telefone Móvel Celular;XT2401-1;motorola edge 50 ultra;Ambos (SA / NSA);Motorola Mobility LLC
036932515156;2025-08-20;Telefone Móvel Celular;X6870;Infinix NOTE 50S 5G;Ambos (SA / NSA);INFINIX MOBILITY LIMITED
036812501993;2025-09-15;Telefone Móvel Celular;A3520;iPhone 17;Ambos (SA / NSA);Apple Inc.
036792501993;2025-09-15;Telefone Móvel Celular;A3517;iPhone Air;Ambos (SA / NSA);Apple Inc.
036662514862;2025-10-28;Telefone Móvel Celular;CPH2743;OPPO Reno 14F 5G;Ambos (SA / NSA);Guangdong OPPO Mobile  Telecommunications Co., Ltd
036662514862;2025-10-28;Telefone Móvel Celular;CPH2743;OPPO Reno14 F Dark Side Limited Edition;Ambos (SA / NSA);Guangdong OPPO Mobile  Telecommunications Co., Ltd
036392501993;2025-09-15;Telefone Móvel Celular;A3526;iPhone 17 Pro Max;Ambos (SA / NSA);Apple Inc.
036332501993;2025-09-15;Telefone Móvel Celular;A3523;iPhone 17 Pro;Ambos (SA / NSA);Apple Inc.
035972413366;2024-06-03;Telefone Móvel Celular;RMX3851;;Ambos (SA / NSA);Realme Chongqing Mobile Telecommunications Corp.,
035712200330;2024-08-14;Telefone Móvel Celular;XT2223-2;moto g62 5G;Ambos (SA / NSA);Motorola Mobility LLC
034962500953;2025-08-25;Telefone Móvel Celular;SM-S731B/DS;;Ambos (SA / NSA);Samsung Electronics Co Ltd.
034442513366;2025-09-17;Telefone Móvel Celular;RMX5101;;Ambos (SA / NSA);Realme Chongqing Mobile Telecommunications Corp.,
034382513366;2025-08-25;Telefone Móvel Celular;RMX5106;;Ambos (SA / NSA);Realme Chongqing Mobile Telecommunications Corp.,
034282500330;2025-12-29;Telefone Móvel Celular;XT2509-1;Motorola edge 60 neo;Ambos (SA / NSA);Motorola Mobility LLC
033452400330;2024-09-05;Telefone Móvel Celular;XT2429-1;motorola edge 50 fusion;Ambos (SA / NSA);Motorola Mobility LLC
033002514862;2025-08-20;Telefone Móvel Celular;CPH2737;OPPO Reno 14 5G;Ambos (SA / NSA);Guangdong OPPO Mobile  Telecommunications Co., Ltd
032742200953;2022-05-06;Telefone Móvel Celular;SM-M336B/DS;;Ambos (SA / NSA);Samsung Electronics Co Ltd.
031122315156;2023-04-18;Telefone Móvel Celular;X666B;HOT 20 5G;Ambos (SA / NSA);INFINIX MOBILITY LIMITED
030822500953;2025-12-09;Telefone Móvel Celular;SM-A176B/DS;;Ambos (SA / NSA);Samsung Electronics Co Ltd.
030722200953;2022-05-05;Telefone Móvel Celular;SM-M536B/DSN;;Ambos (SA / NSA);Samsung Electronics Co Ltd.
030582109185;2021-11-26;Telefone Móvel Celular;M2011K2G;;Non-standalone (NSA);Xiaomi Communications Co., Ltd.
028742200953;2022-05-06;Telefone Móvel Celular;SM-M236B/DS;;Non-standalone (NSA);Samsung Electronics Co Ltd.
027332300330;2024-11-04;Telefone Móvel Celular;XT2321-1;motorola razr 40 ultra;Ambos (SA / NSA);Motorola Mobility LLC
026772515156;2025-08-11;Telefone Móvel Celular;X6857;;Ambos (SA / NSA);INFINIX MOBILITY LIMITED
026272615156;2026-04-13;Telefone Móvel Celular;X6879;NOTE 60;Ambos (SA / NSA);INFINIX MOBILITY LIMITED
025592517361;2025-06-27;Telefone Móvel Celular;V2459;JOVI Y29s 5G;Ambos (SA / NSA);Vivo Mobile Communication Co., Ltd
025142615156;2026-04-23;Telefone Móvel Celular;X6891;GT 50 Pro;Ambos (SA / NSA);INFINIX MOBILITY LIMITED
024532500953;2025-05-29;Telefone Móvel Celular;SM-F966B/DS;;Ambos (SA / NSA);Samsung Electronics Co Ltd.
022972000330;2022-05-09;Telefone Móvel Celular;XT2063-3;Motorola Edge;Non-standalone (NSA);Motorola Mobility LLC
022862506150;2025-06-30;Telefone Móvel Celular;Tab-Ex 05 DZ1;;Ambos (SA / NSA);Pepperl+Fuchs SE
022862506150;2025-06-30;Telefone Móvel Celular;Tab-Ex 05 DZ2;;Ambos (SA / NSA);Pepperl+Fuchs SE
022852203589;2022-05-06;Telefone Móvel Celular;X6815B;ZERO 5G;Ambos (SA / NSA);POSITIVO TECNOLOGIA S.A.
021632103109;2022-05-11;Telefone Móvel Celular;ZS673KS;ROG Phone 5;Ambos (SA / NSA);Asustek Computer Inc.
021632103109;2022-05-11;Telefone Móvel Celular;ZS676KS;ROG Phone 5s;Ambos (SA / NSA);Asustek Computer Inc.
021282200953;2023-10-25;Telefone Móvel Celular;SM-G781B/DS;;Non-standalone (NSA);Samsung Electronics Co Ltd.
020702613713;2026-04-13;Telefone Móvel Celular;X6730B;;Standalone (SA);TECNO MOBILE LIMITED
019682415933;2024-01-29;Telefone Móvel Celular;TESTE 2;TESTE 2;Standalone (SA);Polyvox Tecnologia Digital Ltda
019572501654;2026-01-20;Telefone Móvel Celular;CT32X1;;Standalone (SA);Honeywell International Inc.
019302501726;2025-09-01;Telefone Móvel Celular;AELNRNA;;Ambos (SA / NSA);Datalogic S.R.L.
017592514862;2025-07-18;Telefone Móvel Celular;CPH2735;OPPO A5 5G;Ambos (SA / NSA);Guangdong OPPO Mobile  Telecommunications Co., Ltd
017462516572;2026-03-24;Telefone Móvel Celular;S50;;Ambos (SA / NSA);Bluebird Inc.
017462516572;2026-03-24;Telefone Móvel Celular;S70;;Ambos (SA / NSA);Bluebird Inc.
017192500953;2025-06-23;Telefone Móvel Celular;SM-F766B;;Ambos (SA / NSA);Samsung Electronics Co Ltd.
017172500953;2025-05-29;Telefone Móvel Celular;SM-F761B;;Ambos (SA / NSA);Samsung Electronics Co Ltd.
016532513366;2025-05-14;Telefone Móvel Celular;RMX3963;;Ambos (SA / NSA);Realme Chongqing Mobile Telecommunications Corp.,
015742513366;2025-06-06;Telefone Móvel Celular;RMX5061;;Ambos (SA / NSA);Realme Chongqing Mobile Telecommunications Corp.,
012682501654;2025-06-16;Telefone Móvel Celular;CT37X1N;;Ambos (SA / NSA);Honeywell International Inc.
012452616806;2026-04-08;Telefone Móvel Celular;A069;;Ambos (SA / NSA);Nothing Technology Limited
012432507600;2025-06-06;Telefone Móvel Celular;T521D;;Ambos (SA / NSA);TCL Communication LTD
010962517361;2025-03-17;Telefone Móvel Celular;V2440;JOVI V50 Lite 5G;Ambos (SA / NSA);Vivo Mobile Communication Co., Ltd
007522517361;2025-03-28;Telefone Móvel Celular;V2427;JOVI V50 5G;Ambos (SA / NSA);Vivo Mobile Communication Co., Ltd
007462403109;2024-03-19;Telefone Móvel Celular;ASUS_AI2401_D;Rog Phone 8;Ambos (SA / NSA);Asustek Computer Inc.
007462403109;2024-03-19;Telefone Móvel Celular;ASUS_AI2401_H;Zenfone 11;Ambos (SA / NSA);Asustek Computer Inc.
007442200330;2023-02-08;Telefone Móvel Celular;XT2203-1;Motorola Edge 30;Ambos (SA / NSA);Motorola Mobility LLC
006082513366;2025-06-04;Telefone Móvel Celular;RMX5078;;Ambos (SA / NSA);Realme Chongqing Mobile Telecommunications Corp.,
006002106667;2024-11-14;Telefone Móvel Celular;LENOVO L79031;LEGION PHONE DUEL;Non-standalone (NSA);Lenovo PC HK Limited.
005462516471;2025-07-04;Telefone Móvel Celular;NX789J;REDMAGIC 10S PRO;Ambos (SA / NSA);Nubia Technology Co., Ltd.
005372209185;2022-07-28;Telefone Móvel Celular;2201123G;Xiaomi 12;Ambos (SA / NSA);Xiaomi Communications Co., Ltd.
004972400330;2026-03-11;Telefone Móvel Celular;XT2403-2;motorola edge 50 pro;Ambos (SA / NSA);Motorola Mobility LLC
004892500330;2025-09-03;Telefone Móvel Celular;XT2527-1;moto G86 5G;Ambos (SA / NSA);Motorola Mobility LLC
004312200953;2022-03-09;Telefone Móvel Celular;SM-A226BR/DSN;;Non-standalone (NSA);Samsung Electronics Co Ltd.
004002213366;2022-03-07;Telefone Móvel Celular;RMX3301;(realme GT 2 Pro);Ambos (SA / NSA);Realme Chongqing Mobile Telecommunications Corp.,
003792000330;2022-02-11;Telefone Móvel Celular;XT2061-3;Motorola Edge Plus;Non-standalone (NSA);Motorola Mobility LLC
003302600330;2026-04-06;Telefone Móvel Celular;XT2625-1;;Ambos (SA / NSA);Motorola Mobility LLC
003172414862;2026-04-17;Telefone Móvel Celular;CPH2603;OPPO Reno11 F 5G;Ambos (SA / NSA);Guangdong OPPO Mobile  Telecommunications Co., Ltd
003132414862;2026-04-28;Telefone Móvel Celular;CPH2557;OPPO A79 5G;Ambos (SA / NSA);Guangdong OPPO Mobile  Telecommunications Co., Ltd
002952617361;2026-03-12;Telefone Móvel Celular;J2508;;Ambos (SA / NSA);Vivo Mobile Communication Co., Ltd
002852413366;2024-05-13;Telefone Móvel Celular;RMX3999;;Ambos (SA / NSA);Realme Chongqing Mobile Telecommunications Corp.,
002822200953;2022-03-09;Telefone Móvel Celular;SM-A736B/DS;;Ambos (SA / NSA);Samsung Electronics Co Ltd.
001812500953;2025-04-28;Telefone Móvel Celular;SM-S937B/DS;;Ambos (SA / NSA);Samsung Electronics Co Ltd.
001472314550;2023-03-03;Telefone Móvel Celular;22101320G;POCO X5 PRO 5G;Ambos (SA / NSA);Xiaomi Communications Co., Ltd.
001412613366;2026-03-23;Telefone Móvel Celular;RMX5107;;Ambos (SA / NSA);Realme Chongqing Mobile Telecommunications Corp.,
000982617361;2026-02-19;Telefone Móvel Celular;J2507;;Ambos (SA / NSA);Vivo Mobile Communication Co., Ltd
000732500330;2025-08-18;Telefone Móvel Celular;XT2529-1;moto g56 5G;Ambos (SA / NSA);Motorola Mobility LLC
000512201993;2024-04-03;Telefone Móvel Celular;A2783;iPhone SE;Ambos (SA / NSA);Apple Inc.
000022416471;2024-09-24;Telefone Móvel Celular;NX769J;REDMAGIC 9 PRO;Ambos (SA / NSA);Nubia Technology Co., Ltd.
000022416471;2024-09-24;Telefone Móvel Celular;NX769J;REDMAGIC 9S PRO;Ambos (SA / NSA);Nubia Technology Co., Ltd.
